Location,Unit,Disturbance,Transect,Plot,Spcode,Count
HOG,12/2,C,4,95,ACRU,1
HOG,12/2,C,5,5,ACRU,3
HOG,12/2,C,5,5,RUS,3
HOG,12/2,C,5,5,FAGR,2
HOG,12/2,C,5,15,FAGR,7
HOG,12/2,C,5,15,BEAL,2
HOG,12/2,C,5,15,ACRU,2
HOG,12/2,C,5,25,ACRU,7
HOG,12/2,C,5,25,ACPE,1
HOG,12/2,C,5,25,FAGR,1
HOG,12/2,C,5,25,RUS,4
HOG,12/2,C,5,35,ACRU,2
HOG,12/2,C,5,35,FAGR,1
HOG,12/2,C,5,45,ACRU,1
HOG,12/2,C,5,45,OSVI,1
HOG,12/2,C,5,55,ACSA,3
HOG,12/2,C,5,55,ACRU,4
HOG,12/2,C,5,65,BEAL,4
HOG,12/2,C,5,65,RUS,2
HOG,12/2,C,5,75,FAGR,2
HOG,12/2,C,5,75,ACSA,2
HOG,12/2,C,5,75,ACRU,1
HOG,12/2,C,5,75,RUS,3
HOG,12/2,C,5,85,ACSA,2
HOG,12/2,C,5,85,ACRU,4
HOG,12/2,C,5,85,BEAL,1
HOG,12/2,C,5,85,BEPA,4
HOG,12/2,C,5,85,RUS,1
HOG,3/1,C,1,5,OSVI,5
HOG,3/1,C,1,5,ACSA,9
HOG,3/1,C,1,15,OSVI,2
HOG,3/1,C,1,15,BEAL,1
HOG,3/1,C,1,15,FAGR,1
HOG,3/1,C,1,15,ACRU,1
HOG,3/1,C,1,25,FRAM,1
HOG,3/1,C,1,25,OSVI,1
HOG,3/1,C,1,25,ACSA,6
HOG,3/1,C,1,25,BEAL,1
HOG,3/1,C,1,35,FRAM,2
HOG,3/1,C,1,35,OSVI,1
HOG,3/1,C,1,35,RUS,2
HOG,3/1,C,1,45,OSVI,3
HOG,3/1,C,1,45,ACSA,1
HOG,3/1,C,1,45,ACRU,1
HOG,3/1,C,1,55,ACSA,5
HOG,3/1,C,1,55,FAGR,1
HOG,3/1,C,1,75,OSVI,2
HOG,3/1,C,1,75,ACPE,2
HOG,3/1,C,1,75,ACSA,3
HOG,3/1,C,1,75,ACRU,1
HOG,3/1,C,1,85,FAGR,3
HOG,3/1,C,1,85,FRAM,7
HOG,3/1,C,1,85,BEAL,5
HOG,3/1,C,1,85,ACRU,2
HOG,3/1,C,1,95,OSVI,2
HOG,3/1,C,1,95,ACPE,3
HOG,3/1,C,2,5,ACRU,4
HOG,3/1,C,2,5,OSVI,3
HOG,3/1,C,2,5,ACPE,1
HOG,12/2,C,5,95,FRAM,2
HOG,12/2,C,5,95,RUS,4
HOG,12/2,C,5,95,BEAL,20
HOG,12/2,C,5,95,ACRU,5
HOG,12/2,C,5,95,VILA,1
HOG,12/2,C,5,95,OSVI,1
HOG,12/2,C,5,95,ACSA,1
HOG,12/2,C,5,105,FAGR,1
HOG,12/2,C,5,105,RUFR,1
HOG,12/2,C,5,105,RUID,3
HOG,12/2,C,5,105,RUS,1
HOG,12/2,C,5,105,FRAM,1
HOG,12/2,C,5,105,BEPA,1
HOG,12/2,C,5,105,ACRU,1
HOG,12/2,C,5,105,ACPE,1
HOG,12/2,C,5,115,FRAM,3
HOG,12/2,C,5,115,ACPE,1
HOG,12/2,C,5,115,RUFR,2
HOG,12/2,C,5,125,FRAM,4
HOG,12/2,C,5,125,ACRU,1
HOG,12/2,C,5,125,OSVI,1
HOG,12/2,C,5,125,RUFR,1
HOG,12/2,C,5,125,ACPE,1
HOG,12/2,C,5,135,ACRU,2
HOG,12/2,C,5,135,OSVI,2
HOG,12/2,C,5,135,FRAM,1
HOG,12/2,C,5,135,ACSP,3
HOG,12/2,C,5,135,RUID,5
HOG,12/2,C,5,135,ACPE,2
HOG,12/2,C,5,145,FAGR,7
HOG,12/2,C,2,25,ACSA,2
HOG,12/2,C,2,25,FAGR,1
HOG,12/2,C,2,25,BEAL,1
HOG,12/2,C,2,25,PRSE,1
HOG,12/2,C,2,35,FAGR,1
HOG,12/2,C,2,35,ACPE,1
HOG,12/2,C,2,35,ACSA,1
HOG,12/2,C,2,35,ACRU,1
HOG,12/2,C,2,45,ACRU,1
HOG,12/2,C,2,45,BEAL,4
HOG,12/2,C,2,45,FRAM,2
HOG,12/2,C,6,5,ACRU,3
HOG,12/2,C,6,15,VILA,7
HOG,12/2,C,6,15,ACRU,2
HOG,12/2,C,6,15,ACSP,7
HOG,12/2,C,6,15,BEAL,3
HOG,12/2,C,6,15,ACSA,1
HOG,12/2,C,6,25,QURU,1
HOG,12/2,C,6,25,VILA,13
HOG,12/2,C,6,25,ACRU,2
HOG,12/2,C,6,25,BEAL,2
HOG,12/2,C,6,25,FRAM,1
HOG,12/2,C,6,35,FRAM,2
HOG,12/2,C,6,35,ACRU,1
HOG,12/2,C,6,35,ACSP,1
HOG,12/2,C,6,35,FAGR,3
HOG,12/2,C,6,35,OSVI,1
HOG,12/2,C,6,45,BEPA,2
HOG,12/2,C,6,45,ACPE,1
HOG,12/2,C,6,45,ACRU,1
HOG,3/1,C,2,55,BEAL,2
HOG,3/1,C,2,55,ACRU,5
HOG,3/1,C,2,55,ACPE,1
HOG,3/1,C,2,65,ACPE,1
HOG,3/1,C,2,65,ACRU,1
HOG,3/1,C,2,65,ACSP,3
HOG,3/1,C,2,65,OSVI,4
HOG,3/1,C,2,65,BEAL,1
HOG,3/1,C,2,75,RUS,4
HOG,3/1,C,2,75,ACSP,6
HOG,3/1,C,2,75,ACSA,1
HOG,3/1,C,2,75,ACRU,1
HOG,3/1,C,2,75,ACPE,1
HOG,3/1,C,2,75,FRAM,1
HOG,3/1,C,2,75,BEAL,1
HOG,3/1,C,2,75,OSVI,4
HOG,3/1,C,2,85,ACSA,3
HOG,3/1,C,2,85,ACRU,1
HOG,3/1,C,2,85,BEPA,2
HOG,3/1,C,2,85,BEAL,1
HOG,3/1,C,2,85,FRAM,1
HOG,3/1,C,2,95,ACSA,3
HOG,3/1,C,2,95,BEAL,1
HOG,3/1,C,3,5,ACPE,3
HOG,3/1,C,3,5,ACSP,2
HOG,3/1,C,3,15,ACRU,5
HOG,3/1,C,3,25,VILA,4
HOG,3/1,C,3,25,ACSA,2
HOG,3/1,C,3,25,ACPE,1
HOG,3/1,C,3,35,ACPE,1
HOG,3/1,C,3,35,ACSA,1
HOG,3/1,C,3,35,OSVI,1
HOG,3/1,C,3,45,ACSP,4
HOG,3/1,C,3,45,ACPE,2
HOG,3/1,C,3,55,ACPE,17
HOG,3/1,C,3,55,POTR,1
HOG,3/1,C,3,55,ACRU,2
HOG,3/1,C,3,65,ACPE,2
HOG,3/1,C,3,65,ACSA,3
HOG,3/1,C,3,65,ACRU,1
HOG,3/1,C,3,75,FAGR,1
HOG,3/1,C,3,75,ACRU,1
HOG,3/1,C,3,75,ACPE,6
HOG,3/1,C,3,85,ACRU,12
HOG,3/1,C,3,85,ACPE,3
HOG,3/1,C,3,85,OSVI,1
HOG,3/1,C,3,95,ACPE,6
HOG,3/1,C,3,95,ACRU,1
SB,5/15,C,4,5,ACRU,4
SB,5/15,C,4,5,GAPR,20
SB,5/15,C,4,5,PIST,1
SB,5/15,C,4,5,FAGR,1
SB,5/15,C,4,5,HAVI,2
SB,5/15,C,4,5,CLBO,3
SB,5/15,C,4,5,UVSE,4
SB,5/15,C,4,15,PIST,4
SB,5/15,C,4,15,ACRU,17
SB,5/15,C,4,15,GAPR,20
SB,5/15,C,4,15,UVSE,3
SB,5/15,C,4,15,POVI,1
SB,5/15,C,4,25,MEVI,8
SB,5/15,C,4,25,MACA,20
SB,5/15,C,4,25,GAPR,20
SB,5/15,C,4,25,FAGR,4
SB,5/15,C,4,25,ACRU,3
SB,5/15,C,4,25,UVSE,2
SB,5/15,C,4,25,ARNU,1
SB,5/15,C,4,35,RUS,2
SB,5/15,C,4,35,MEVI,2
SB,5/15,C,4,35,GAPR,20
SB,5/15,C,4,35,ACRU,4
SB,5/15,C,4,35,FAGR,1
SB,5/15,C,4,45,FAGR,2
SB,5/15,C,4,45,MEVI,4
SB,5/15,C,4,45,GAPR,17
SB,5/15,C,4,45,ACRU,5
SB,5/15,C,1,5,RUS,1
SB,5/15,C,1,5,ACPE,4
SB,5/15,C,1,5,BEAL,1
SB,5/15,C,1,5,POPU,2
SB,5/15,C,1,5,MACA,2
SB,5/15,C,1,15,PIST,1
SB,5/15,C,1,15,RUS,3
SB,5/15,C,1,15,FAGR,2
SB,5/15,C,1,15,MACA,2
SB,5/15,C,1,15,ACPE,1
SB,5/15,C,1,15,VAAN,1
SB,5/15,C,1,15,GAPR,3
SB,5/15,C,1,15,POCO,7
SB,5/15,C,1,25,GAPR,8
SB,5/15,C,1,25,UVSE,2
SB,5/15,C,1,35,ACRU,11
SB,5/15,C,1,35,GAPR,20
SB,5/15,C,1,35,UVSE,10
SB,5/15,C,1,35,PIST,2
SB,5/15,C,1,35,POGR,2
SB,5/15,C,1,35,TRBO,3
SB,5/15,C,1,45,ACPE,1
SB,5/15,C,1,45,GAPR,20
SB,5/15,C,1,45,TRBO,6
SB,5/15,C,1,45,POCO,20
SB,5/15,C,1,45,BEAL,4
SB,5/15,C,1,45,ARNU,1
SB,5/15,C,1,45,HAVI,1
SB,5/15,C,1,45,VIAC,4
SB,5/15,C,1,45,ACRU,2
SB,5/15,C,1,55,MEVI,6
SB,5/15,C,1,55,ACRU,1
SB,5/15,C,1,55,PIST,2
SB,5/15,C,1,55,PTAQ,4
SB,5/15,C,1,55,UVSE,9
SB,5/15,C,1,55,HAVI,1
SB,5/15,C,1,55,NAAL,6
SB,5/15,C,1,55,GAPR,6
SB,5/15,C,1,65,MEVI,20
SB,5/15,C,1,65,FAGR,3
SB,5/15,C,1,65,GAPR,2
SB,5/15,C,1,65,ACRU,6
SB,5/15,C,1,65,UVSE,1
SB,5/15,C,1,75,ACRU,2
SB,5/15,C,1,75,MEVI,3
SB,5/15,C,1,75,OCAC,1
SB,5/15,C,1,75,BEAL,1
SB,5/15,C,1,75,ACPE,3
SB,5/15,C,1,75,UVSE,1
SB,5/15,C,1,75,MIRE,3
SB,5/15,C,2,5,PTAQ,1
SB,5/15,C,2,5,AMNO,20
SB,5/15,C,2,5,ACRU,1
SB,5/15,C,2,5,UVSE,5
SB,5/15,C,2,5,MACA,11
SB,5/15,C,2,5,MEVI,20
SB,5/15,C,2,5,VAAN,4
SB,5/15,C,2,5,FAGR,3
SB,5/15,C,2,5,CAR,2
SB,5/15,C,2,5,TRBO,1
SB,5/15,C,2,5,RUS,1
SB,5/15,C,2,5,ACPE,1
SB,5/15,C,2,5,GAPR,1
SB,5/15,C,2,15,SYCO,1
SB,5/15,C,2,15,BEAL,3
SB,5/15,C,2,15,OSM,5
SB,5/15,C,2,15,RUID,19
SB,5/15,C,2,15,RUFR,2
SB,5/15,C,2,15,ACRU,2
SB,5/15,C,2,15,MACA,28
SB,5/15,C,2,15,OCAC,4
SB,5/15,C,2,15,FAGR,2
SB,5/15,C,2,15,AMNO,3
SB,5/15,C,2,15,DEPU,17
SB,5/15,C,2,15,PIST,1
SB,5/15,C,2,25,DEPU,20
SB,5/15,C,2,25,VIO,20
SB,5/15,C,2,25,MAST,1
SB,5/15,C,2,25,ACRU,1
SB,5/15,C,2,25,CAR,1
SB,5/15,C,2,25,PIST,1
SB,5/15,C,2,25,UNK,7
SB,5/15,C,2,25,MEN,1
SB,5/15,C,2,25,TRBO,1
SB,5/15,C,2,25,BEAL,1
SB,5/15,C,2,25,RUS,7
SB,5/15,C,2,25,OCAC,1
SB,5/15,C,2,35,BEAL,10
SB,5/15,C,2,35,RUOC,10
SB,5/15,C,2,35,ACRU,5
SB,5/15,C,2,35,MACA,4
SB,5/15,C,2,35,PIST,2
SB,5/15,C,2,35,TRBO,1
SB,5/15,C,2,35,PYR,1
SB,5/15,C,2,35,OCAC,1
SB,5/15,C,2,35,PTAQ,2
SB,5/15,C,2,45,ACRU,6
SB,5/15,C,2,45,RUID,4
SB,5/15,C,2,45,RUFR,2
SB,5/15,C,2,45,OSM,2
SB,5/15,C,2,45,TRBO,2
SB,5/15,C,2,45,PIST,1
SB,5/15,C,2,50,ACRU,8
SB,5/15,C,2,50,UVSE,4
SB,5/15,C,2,50,GAPR,16
SB,5/15,C,2,50,MIRE,5
SB,5/15,C,2,50,TRBO,3
SB,5/15,C,2,50,ACPE,1
SB,5/15,C,2,50,FAGR,1
SB,5/15,C,2,50,HAVI,3
SB,5/15,C,2,50,DIDI,2
SB,5/15,C,2,60,FAGR,4
SB,5/15,C,2,60,ACRU,5
SB,5/15,C,2,60,MEVI,5
SB,5/15,C,2,60,TRBO,12
SB,5/15,C,2,60,GAPR,20
SB,5/15,C,2,60,MIRE,20
SB,5/15,C,2,60,PTAQ,2
SB,5/15,C,2,60,RUFR,1
SB,5/15,C,2,60,PIST,1
SB,5/15,C,2,60,UVSE,3
SB,5/15,C,2,60,UNK,1
SB,5/15,C,2,70,DEPU,6
SB,5/15,C,2,70,TSCA,4
SB,5/15,C,2,70,FAGR,1
SB,5/15,C,2,70,ACRU,20
SB,5/15,C,2,70,BEAL,2
SB,5/15,C,2,70,VAAN,10
SB,5/15,C,2,70,MEVI,7
SB,5/15,C,2,70,MIRE,20
SB,5/15,C,2,70,GAPR,20
SB,5/15,C,2,70,BEPA,2
SB,5/15,C,2,70,TRBO,20
SB,5/15,C,2,70,CAR,2
SB,5/15,C,2,70,FRAM,1
SB,5/15,C,2,70,HAVI,2
SB,5/15,C,1,85,ACPE,6
SB,5/15,C,1,85,UVSE,3
SB,5/15,C,1,85,GAPR,13
SB,5/15,C,1,85,FAGR,2
SB,5/15,C,1,85,PIST,1
SB,5/15,C,1,85,COCA,2
SB,5/15,C,1,85,ACRU,5
SB,5/15,C,1,85,MEVI,4
SB,5/15,C,1,85,MACA,6
SB,5/15,C,1,95,FAGR,3
SB,5/15,C,1,95,ACRU,3
SB,5/15,C,1,95,MACA,20
SB,5/15,C,1,95,UVSE,2
SB,5/15,C,1,95,MEVI,1
SB,5/15,C,1,95,GAPR,5
SB,5/15,C,1,105,UVSE,4
SB,5/15,C,1,105,ACRU,4
SB,5/15,C,1,105,MEVI,6
SB,5/15,C,1,105,LYCL,2
SB,5/15,C,1,105,GAPR,3
SB,5/15,C,1,105,ACPE,1
SB,5/15,C,1,115,FAGR,4
SB,5/15,C,1,115,ACRU,19
SB,5/15,C,1,115,GAPR,5
SB,5/15,C,1,115,VAAN,3
SB,5/15,C,1,115,LYCL,1
SB,5/15,C,1,115,MEVI,1
SB,5/15,C,1,115,TRBO,1
SB,5/15,C,1,115,MACA,3
SB,3/16,B,1,5,BEAL,27
SB,3/16,B,1,5,ACRU,20
SB,3/16,B,1,5,PIST,1
SB,3/16,B,1,5,RUS,1
SB,3/16,B,1,5,TSCA,11
SB,3/16,B,1,5,PIRU,1
SB,3/16,B,1,15,FAGR,1
SB,3/16,B,1,15,PIST,1
SB,3/16,B,1,15,ACRU,1
SB,3/16,B,1,15,RUS,1
SB,3/16,B,1,15,BEAL,1
SB,3/16,B,1,15,TSCA,1
SB,3/16,B,1,25,RUID,8
SB,3/16,B,1,25,RUFR,6
SB,3/16,B,1,25,ACRU,7
SB,3/16,B,1,25,FAGR,2
SB,3/16,B,1,35,ACRU,2
SB,3/16,B,1,35,FAGR,1
SB,3/16,B,1,35,RUID,5
SB,3/16,B,1,35,RUFR,3
SB,3/16,B,1,45,ACRU,1
SB,3/16,B,1,45,RUID,4
SB,3/16,B,1,45,FAGR,4
SB,3/16,B,1,45,PIST,1
SB,3/16,B,1,45,RUFR,2
SB,3/16,B,1,45,TSCA,1
SB,3/16,B,1,45,BEAL,1
SB,3/16,B,1,55,FAGR,1
SB,3/16,B,1,55,BEAL,17
SB,3/16,B,1,55,TSCA,16
SB,3/16,B,1,55,ACRU,18
SB,3/16,B,1,55,PIST,1
SB,3/16,B,1,55,RUID,5
SB,3/16,B,1,55,PIRU,1
SB,3/16,B,1,65,BEAL,60
SB,3/16,B,1,65,ACRU,17
SB,3/16,B,1,65,RUID,7
SB,3/16,B,1,65,TSCA,27
SB,3/16,B,1,65,FAGR,1
SB,3/16,B,1,75,ACRU,6
SB,3/16,B,1,75,RUID,2
SB,3/16,B,1,75,BEAL,4
SB,3/16,B,1,85,FAGR,1
SB,3/16,B,1,85,BEAL,4
SB,3/16,B,1,85,ROS,2
SB,3/16,B,1,95,ACRU,7
SB,3/16,B,1,95,BEAL,4
SB,3/16,B,1,95,FAGR,1
SB,3/16,B,1,95,RUID,7
SB,3/16,B,1,95,TSCA,6
SB,3/16,B,1,105,PIST,3
SB,3/16,B,1,105,TSCA,3
SB,3/16,B,1,105,BEAL,1
SB,3/16,B,1,105,RUS,17
SB,3/16,B,1,105,ACRU,5
SB,3/16,B,1,105,ACPE,2
SB,3/16,B,1,115,ACRU,1
SB,3/16,B,1,115,ACPE,1
SB,3/16,B,1,115,RUS,2
SB,3/16,B,1,125,FAGR,1
SB,3/16,B,1,125,RUFR,5
SB,3/16,B,1,125,RUID,2
SB,3/16,B,1,125,ACRU,1
SB,3/16,B,1,135,RUS,3
SB,3/16,B,1,135,ACPE,2
SB,3/16,B,1,135,ACRU,6
SB,3/16,B,1,135,PIST,3
SB,3/16,B,1,145,RUS,5
SB,3/16,B,1,145,ACRU,17
SB,3/16,B,1,145,ACPE,2
SB,3/16,B,1,145,BEAL,3
SB,3/16,B,1,145,TSCA,1
SB,3/16,B,1,155,ACPE,1
SB,3/16,B,1,155,ACRU,2
SB,3/16,B,1,155,TSCA,3
SB,3/16,B,1,165,BEAL,23
SB,3/16,B,1,165,TSCA,41
SB,3/16,B,1,165,PIST,2
SB,3/16,B,1,165,ACRU,11
SB,3/16,B,1,175,RUFR,5
SB,3/16,B,1,175,RUID,12
SB,3/16,B,1,175,BEAL,2
SB,3/16,B,1,175,ACRU,5
SB,3/16,B,1,185,FAGR,1
SB,3/16,B,1,185,RUS,5
SB,3/16,B,1,185,ACRU,2
SB,3/16,B,1,195,FAGR,6
SB,3/16,B,1,195,RUS,3
SB,3/16,B,1,205,ACRU,5
SB,3/16,B,1,205,RUS,5
SB,3/16,B,1,215,BEAL,3
SB,3/16,B,1,215,RUS,1
SB,3/16,B,1,215,ACRU,1
SB,3/16,B,1,225,FAGR,1
SB,3/16,B,1,225,RUS,4
SB,3/16,B,2,5,FAGR,2
SB,3/16,B,2,5,RUS,8
SB,3/16,B,2,5,BEAL,2
SB,3/16,B,2,5,ACRU,1
SB,3/16,B,2,15,ACRU,8
SB,3/16,B,2,15,TSCA,1
SB,3/16,B,2,25,ACRU,11
SB,3/16,B,2,25,BEAL,10
SB,3/16,B,2,25,FAGR,1
SB,3/16,B,2,25,RUS,7
SB,3/16,B,2,35,ACRU,24
SB,3/16,B,2,35,BEAL,10
SB,3/16,B,2,35,PIST,1
SB,3/16,B,2,35,ACPE,2
SB,3/16,B,2,35,RUS,3
SB,3/16,B,2,35,TSCA,2
SB,3/16,B,2,45,BEAL,2
SB,3/16,B,2,45,FRAM,3
SB,3/16,B,2,55,ACRU,10
SB,3/16,B,2,55,PIST,1
SB,3/16,B,2,55,RUS,1
SB,3/16,B,2,65,FAGR,10
SB,3/16,B,2,65,RUS,17
SB,3/16,B,2,65,ACRU,19
SB,3/16,B,2,65,BEAL,10
SB,3/16,B,2,65,TSCA,2
SB,3/16,B,2,75,FAGR,2
SB,3/16,B,2,75,ACRU,4
SB,3/16,B,2,75,RUS,2
SB,3/16,B,2,85,BEAL,3
SB,3/16,B,2,85,ACRU,1
SB,3/16,B,2,85,RUS,1
SB,3/16,B,2,95,ACRU,7
SB,3/16,B,2,95,RUS,10
SB,3/16,B,3,5,ACRU,3
SB,3/16,B,3,5,PRSE,2
SB,3/16,B,3,15,FAGR,6
SB,3/16,B,3,15,RUS,1
SB,3/16,B,3,25,RUS,11
SB,3/16,B,3,25,ACRU,4
SB,3/16,B,3,25,FAGR,2
SB,3/16,B,3,25,PIST,1
SB,3/16,B,3,35,ACRU,4
SB,3/16,B,3,35,PIST,1
SB,3/16,B,3,45,FAGR,7
SB,3/16,B,3,45,BEAL,1
SB,3/16,B,3,45,ACRU,2
SB,3/16,B,5,5,ACRU,2
SB,3/16,B,5,15,FRAM,1
SB,3/16,B,5,15,RUS,11
SB,3/16,B,5,15,ACRU,1
SB,3/16,B,5,15,BEAL,2
SB,3/16,B,5,25,ACRU,3
SB,3/16,B,5,25,BEAL,4
SB,3/16,B,5,25,TSCA,1
SB,3/16,B,5,35,ACRU,24
SB,3/16,B,5,35,ACSA,1
SB,3/16,B,5,35,BEAL,1
SB,3/16,B,5,35,FRAM,1
SB,3/16,B,5,45,RUS,3
SB,3/16,B,5,45,ACRU,2
SB,3/16,B,5,55,BEAL,1
SB,3/16,B,5,55,ACRU,1
SB,3/16,B,5,55,TSCA,1
SB,3/16,B,5,65,PIST,2
SB,3/16,B,5,65,POGR,1
SB,3/16,B,5,65,RHA,1
SB,3/16,B,5,75,ACRU,3
SB,3/16,B,5,75,RUS,5
SB,3/16,B,5,95,PIST,1
SB,3/16,B,5,95,ACRU,5
SB,3/16,B,5,95,PRSE,1
SB,3/16,B,5,175,ACRU,5
SB,3/16,B,5,175,BEAL,2
SB,3/16,B,5,175,PIST,1
SB,3/16,B,5,185,FAGR,2
SB,3/16,B,5,185,RUS,1
SB,3/16,B,5,185,ACRU,1
SB,3/16,B,5,195,ACRU,6
SB,3/16,B,5,215,PIST,2
SB,3/16,B,5,215,BEAL,2
SB,3/16,B,5,215,ACPE,1
SB,3/16,B,5,215,ACRU,13
SB,3/16,B,5,215,RUS,1
SB,3/16,B,5,225,PIST,4
SB,3/16,B,5,225,OSVI,1
SB,3/16,B,5,225,BEAL,1
SB,3/16,B,5,225,ACRU,14
SB,3/16,B,5,105,RUFR,1
SB,3/16,B,5,105,ACRU,3
SB,3/16,B,5,105,OSVI,1
SB,3/16,B,5,115,ACRU,14
SB,3/16,B,5,115,ACPE,1
SB,3/16,B,5,125,ACRU,15
SB,3/16,B,5,125,BEAL,10
SB,3/16,B,5,125,PIST,1
SB,3/16,B,5,125,RUID,1
SB,3/16,B,5,125,FAGR,1
SB,3/16,B,5,125,TSCA,1
SB,3/16,B,5,125,ACPE,1
SB,3/16,B,5,135,ACPE,2
SB,3/16,B,5,135,BEAL,4
SB,3/16,B,5,135,ACRU,6
SB,3/16,B,5,145,OSVI,1
SB,3/16,B,5,145,BEAL,5
SB,3/16,B,5,145,ACRU,2
SB,3/16,B,5,155,ACRU,2
SB,3/16,B,5,155,BEAL,2
SB,3/16,B,5,155,RUID,2
SB,3/16,B,5,165,ACPE,2
SB,3/16,B,5,165,ACRU,5
SB,3/16,B,5,165,BEPA,1
SB,3/16,B,5,165,BEAL,1
SB,3/16,B,4,5,BEAL,3
SB,3/16,B,4,5,ACRU,8
SB,3/16,B,4,5,RUID,7
SB,3/16,B,4,5,RUFR,4
SB,3/16,B,4,5,ROS,1
SB,3/16,B,4,15,ACRU,2
SB,3/16,B,4,15,PIST,1
SB,3/16,B,4,15,RUID,3
SB,3/16,B,4,25,ACRU,2
SB,3/16,B,4,25,BEAL,1
SB,3/16,B,4,35,OSVI,1
SB,3/16,B,4,35,BEAL,2
SB,3/16,B,4,35,TSCA,1
SB,3/16,B,4,35,ACRU,1
SB,3/16,B,4,45,RUFR,2
SB,3/16,B,4,45,ACRU,2
SB,3/16,B,4,45,FAGR,5
SB,5/15,C,1,125,ACRU,2
SB,5/15,C,1,135,BEAL,4
SB,5/15,C,1,135,ABBA,1
SB,5/15,C,1,135,ACRU,14
SB,5/15,C,1,135,PIST,1
SB,5/15,C,1,145,ACRU,14
SB,5/15,C,1,145,ACSP,1
SB,5/15,C,1,155,ACRU,5
SB,5/15,C,1,175,FAGR,1
SB,5/15,C,1,175,ACRU,1
SB,5/15,C,1,195,ACPE,1
SB,5/15,C,1,195,ACRU,1
SB,5/15,C,1,195,PIST,1
SB,5/15,C,1,195,FAGR,1
SB,5/15,C,3,5,BEAL,4
SB,5/15,C,3,5,PIST,1
SB,5/15,C,3,15,FAGR,1
SB,5/15,C,3,15,ACRU,2
SB,5/15,C,3,25,ACPE,1
SB,5/15,C,3,25,ACRU,2
SB,5/15,C,3,45,ACPE,3
SB,5/15,C,3,55,ACPE,3
SB,5/15,C,3,65,ACPE,3
SB,5/15,C,3,75,BEPA,2
SB,5/15,C,3,75,OSVI,1
SB,5/15,C,3,75,ACRU,4
SB,5/15,C,3,75,PIST,1
SB,5/15,C,3,75,ACSP,1
SB,5/15,C,3,75,FAGR,1
SB,5/15,C,5,5,ACRU,3
SB,5/15,C,5,5,FAGR,6
SB,5/15,C,5,15,FAGR,3
SB,5/15,C,5,25,ACRU,1
SB,5/15,C,5,35,FAGR,1
